428000,930000,0.345,0.294
430000,930000,0.345,0.294
432000,930000,0.345,0.294
434000,930000,0.156,0.169
436000,930000,0.165,0.150
438000,930000,0.171,0.153
440000,930000,0.168,0.155
442000,930000,0.145,0.172
444000,930000,0.134,0.182
446000,930000,0.138,0.182
448000,930000,0.158,0.171
450000,930000,0.188,0.151
452000,930000,0.200,0.130
454000,930000,0.201,0.132
456000,930000,0.206,0.130
458000,930000,0.203,0.137
460000,930000,0.213,0.132
462000,930000,0.218,0.142
464000,930000,0.217,0.144
466000,930000,0.223,0.143
468000,930000,0.223,0.144
470000,930000,0.231,0.148
472000,930000,0.289,0.205
474000,930000,0.280,0.210
476000,930000,0.289,0.197
478000,930000,0.289,0.199
480000,930000,0.289,0.200
482000,930000,0.294,0.187
484000,930000,0.313,0.201
486000,930000,0.275,0.222
488000,930000,0.267,0.229
490000,930000,0.251,0.220
492000,930000,0.232,0.192
494000,930000,0.232,0.175
496000,930000,0.200,0.148
498000,930000,0.199,0.149
500000,930000,0.211,0.150
502000,930000,0.211,0.151
504000,930000,0.275,0.210
506000,930000,0.279,0.231
508000,930000,0.283,0.242
510000,930000,0.286,0.232
512000,930000,0.283,0.236
514000,930000,0.282,0.236
516000,930000,0.296,0.242
518000,930000,0.288,0.245
520000,930000,0.290,0.231
522000,930000,0.282,0.181
524000,930000,0.288,0.165
526000,930000,0.288,0.163
528000,930000,0.269,0.156
530000,930000,0.249,0.147
532000,930000,0.219,0.127
534000,930000,0.217,0.114
536000,930000,0.219,0.103
538000,930000,0.219,0.103
540000,930000,0.242,0.094
542000,930000,0.245,0.091
544000,930000,0.247,0.118
546000,930000,0.246,0.117
548000,930000,0.254,0.112
550000,930000,0.254,0.101
552000,930000,0.259,0.097
554000,930000,0.264,0.099
556000,930000,0.274,0.098
558000,930000,0.280,0.097
560000,930000,0.306,0.108
562000,930000,0.309,0.106
564000,930000,0.317,0.121
566000,930000,0.318,0.120
568000,930000,0.318,0.119
570000,930000,0.318,0.118
572000,930000,0.319,0.115
574000,930000,0.321,0.117
576000,930000,0.321,0.116
578000,930000,0.322,0.115
580000,930000,0.328,0.110
582000,930000,0.328,0.109
584000,930000,0.328,0.108
586000,930000,0.341,0.108
588000,930000,0.341,0.107
590000,930000,0.342,0.106
592000,930000,0.298,0.138
594000,930000,0.208,0.165
596000,930000,0.126,0.170
598000,930000,0.138,0.165
600000,930000,0.142,0.159
602000,930000,0.148,0.156
604000,930000,0.182,0.166
606000,930000,0.183,0.164
608000,930000,0.179,0.162
610000,930000,0.176,0.164
612000,930000,0.166,0.174
614000,930000,0.156,0.183
616000,930000,0.130,0.182
618000,930000,0.116,0.188
620000,930000,0.115,0.189
622000,930000,0.117,0.076
624000,930000,0.126,-0.084
626000,930000,0.117,-0.051
628000,930000,0.098,-0.042
630000,930000,0.095,-0.053
632000,930000,0.094,-0.061
634000,930000,0.069,-0.081
636000,930000,0.062,-0.046
638000,930000,0.066,-0.045
640000,930000,0.064,-0.054
642000,930000,0.065,-0.064
644000,930000,0.062,-0.078
646000,930000,0.048,-0.099
648000,930000,0.036,-0.121
650000,930000,0.048,-0.128
652000,930000,0.050,-0.133
654000,930000,0.048,-0.140
656000,930000,0.045,-0.148
658000,930000,0.040,-0.138
660000,930000,0.034,-0.128
662000,930000,0.036,-0.129
664000,930000,0.041,-0.138
666000,930000,0.038,-0.120
668000,930000,0.036,-0.129
670000,930000,0.052,-0.142
672000,930000,0.075,-0.133
674000,930000,0.099,-0.141
676000,930000,0.122,-0.133
678000,930000,0.140,-0.096
680000,930000,0.141,-0.085
682000,930000,0.144,-0.085
684000,930000,0.184,-0.080
686000,930000,0.208,-0.080
688000,930000,0.216,-0.079
690000,930000,0.163,-0.106
692000,930000,0.157,-0.127
694000,930000,0.147,-0.132
696000,930000,0.133,-0.131
698000,930000,0.119,-0.138
700000,930000,0.103,-0.146
702000,930000,0.087,-0.154
704000,930000,0.071,-0.165
706000,930000,0.064,-0.198
708000,930000,0.050,-0.210
710000,930000,0.037,-0.220
712000,930000,0.016,-0.226
714000,930000,0.024,-0.265
716000,930000,-0.019,-0.261
718000,930000,-0.008,-0.279
720000,930000,0.009,-0.305
722000,930000,0.014,-0.309
724000,930000,0.031,-0.322
726000,930000,0.046,-0.341
728000,930000,0.078,-0.366
730000,930000,0.086,-0.365
732000,930000,0.102,-0.378
734000,930000,0.109,-0.385
736000,930000,0.137,-0.385
738000,930000,0.145,-0.376
740000,930000,0.137,-0.374
742000,930000,0.134,-0.365
744000,930000,0.143,-0.355
746000,930000,0.152,-0.342
748000,930000,0.168,-0.313
750000,930000,0.174,-0.303
752000,930000,0.203,-0.288
754000,930000,0.201,-0.280
756000,930000,0.204,-0.272
758000,930000,0.206,-0.260
760000,930000,0.207,-0.249
762000,930000,0.205,-0.237
764000,930000,0.207,-0.227
766000,930000,0.198,-0.189
768000,930000,0.209,-0.118
770000,930000,0.198,-0.046
772000,930000,0.186,-0.040
774000,930000,0.185,-0.039
776000,930000,0.183,-0.039
778000,930000,0.175,-0.032
780000,930000,0.171,-0.026
782000,930000,0.155,-0.012
784000,930000,0.147,-0.009
786000,930000,0.126,0.007
788000,930000,0.121,0.014
790000,930000,0.117,0.017
792000,930000,0.122,0.018
794000,930000,0.120,0.019
796000,930000,0.104,0.011
798000,930000,0.108,0.006
800000,930000,0.108,0.011
802000,930000,0.107,0.008
804000,930000,0.107,0.007
806000,930000,0.106,0.007
808000,930000,0.114,0.040
810000,930000,0.114,0.040
812000,930000,0.114,0.044
814000,930000,0.114,0.044
816000,930000,0.118,0.045
818000,930000,0.105,0.034
820000,930000,0.077,0.028
822000,930000,0.076,0.029
824000,930000,0.070,0.037
826000,930000,0.060,0.033
828000,930000,0.050,0.048
830000,930000,0.051,0.057
832000,930000,0.051,0.051
834000,930000,0.050,0.042
836000,930000,0.037,0.013
838000,930000,0.034,0.007
840000,930000,0.032,0.006
842000,930000,0.024,0.021
844000,930000,0.014,0.020
846000,930000,0.003,0.022
848000,930000,0.002,0.018
850000,930000,-0.026,-0.004
852000,930000,-0.031,-0.021
854000,930000,-0.035,-0.024
856000,930000,-0.045,-0.053
858000,930000,-0.047,-0.061
860000,930000,-0.047,-0.061
862000,930000,-0.041,-0.061
864000,930000,-0.037,-0.056
866000,930000,-0.026,-0.052
868000,930000,-0.028,-0.056
870000,930000,-0.024,-0.055
872000,930000,-0.019,-0.066
874000,930000,-0.021,-0.084
876000,930000,-0.026,-0.073
878000,930000,-0.020,-0.077
880000,930000,-0.019,-0.068
882000,930000,-0.014,-0.067
884000,930000,-0.006,-0.069
886000,930000,-0.006,-0.069
888000,930000,-0.005,-0.070
890000,930000,-0.005,-0.070
892000,930000,-0.005,-0.070
894000,930000,-0.007,-0.069
896000,930000,-0.011,-0.072
898000,930000,0.008,-0.076
900000,930000,0.010,-0.098
902000,930000,-0.002,-0.119
904000,930000,-0.001,-0.087
906000,930000,-0.001,-0.087
908000,930000,-0.002,-0.087
428000,932000,0.345,0.294
430000,932000,0.345,0.294
432000,932000,0.345,0.294
434000,932000,0.157,0.169
436000,932000,0.166,0.151
438000,932000,0.172,0.153
440000,932000,0.168,0.156
442000,932000,0.145,0.172
444000,932000,0.134,0.183
446000,932000,0.139,0.183
448000,932000,0.159,0.168
450000,932000,0.189,0.151
452000,932000,0.200,0.131
454000,932000,0.202,0.132
456000,932000,0.206,0.131
458000,932000,0.204,0.137
460000,932000,0.213,0.132
462000,932000,0.220,0.136
464000,932000,0.218,0.144
466000,932000,0.223,0.144
468000,932000,0.224,0.145
470000,932000,0.232,0.148
472000,932000,0.289,0.205
474000,932000,0.280,0.211
476000,932000,0.289,0.198
478000,932000,0.289,0.200
480000,932000,0.289,0.200
482000,932000,0.294,0.188
484000,932000,0.313,0.202
486000,932000,0.275,0.223
488000,932000,0.267,0.230
490000,932000,0.267,0.233
492000,932000,0.232,0.192
494000,932000,0.232,0.175
496000,932000,0.232,0.176
498000,932000,0.199,0.149
500000,932000,0.211,0.150
502000,932000,0.211,0.151
504000,932000,0.275,0.210
506000,932000,0.279,0.231
508000,932000,0.276,0.245
510000,932000,0.286,0.232
512000,932000,0.283,0.236
